Country,Wave,Age_Group,B001,B002,B003,B008
GHA,6,2,,,,49.677835051546396
GHA,6,3,,,,49.677835051546396
GRC,7,1,,,,56.754306436990035
GRC,7,2,,,,56.754306436990035
GRC,7,3,,,,56.754306436990035
GTM,5,1,84.61538461538461,63.19514661274014,80.2020202020202,61.8421052631579
GTM,5,2,84.61538461538461,63.19514661274014,80.2020202020202,61.8421052631579
GTM,5,3,84.61538461538461,63.19514661274014,80.2020202020202,61.8421052631579
GTM,7,1,,,,58.993399339933994
GTM,7,2,,,,58.993399339933994
GTM,7,3,,,,58.993399339933994
HKG,5,1,63.183673469387756,57.27124183006536,52.743652743652746,40.419947506561684
HKG,5,2,63.183673469387756,57.27124183006536,52.743652743652746,40.419947506561684
HKG,5,3,63.183673469387756,57.27124183006536,52.743652743652746,40.419947506561684
HKG,6,1,,,,58.717434869739485
HKG,6,2,,,,58.717434869739485
HKG,6,3,,,,58.717434869739485
HKG,7,1,,,,53.90208434318953
HKG,7,2,,,,53.90208434318953
HKG,7,3,,,,53.90208434318953
HRV,3,1,,67.13286713286713,,58.883720930232556
HRV,3,2,,67.13286713286713,,58.883720930232556
HRV,3,3,,67.13286713286713,,58.883720930232556
HTI,6,1,,,,3.8839979285344386
HTI,6,2,,,,3.8839979285344386
HTI,6,3,,,,3.8839979285344386
HUN,3,1,,41.44,,31.36
HUN,3,2,,41.44,,31.36
HUN,3,3,,41.44,,31.36
HUN,5,1,45.29652351738241,41.15853658536585,79.67313585291113,49.52879581151832
HUN,5,2,45.29652351738241,41.15853658536585,79.67313585291113,49.52879581151832
HUN,5,3,45.29652351738241,41.15853658536585,79.67313585291113,49.52879581151832
IDN,5,1,72.23113964686998,58.97435897435898,87.7720207253886,34.67889908256881
IDN,5,2,72.23113964686998,58.97435897435898,87.7720207253886,34.67889908256881
IDN,5,3,72.23113964686998,58.97435897435898,87.7720207253886,34.67889908256881
IDN,7,1,,,,73.3607855559075
IDN,7,2,,,,73.3607855559075
IDN,7,3,,,,73.3607855559075
IND,2,1,80.81960287283482,66.0,52.31871838111298,
IND,2,2,80.81960287283482,66.0,52.31871838111298,
IND,2,3,80.81960287283482,66.0,52.31871838111298,
IND,3,1,,55.304878048780495,,28.708133971291865
IND,3,2,,55.304878048780495,,28.708133971291865
IND,3,3,,55.304878048780495,,28.708133971291865
IND,4,1,67.02775897088694,52.94117647058824,55.16542876434841,48.10126582278481
IND,4,2,67.02775897088694,52.94117647058824,55.16542876434841,48.10126582278481
IND,4,3,67.02775897088694,52.94117647058824,55.16542876434841,48.10126582278481
IND,5,1,68.03499327052491,61.937244201909955,63.56382978723404,52.45786516853933
IND,5,2,68.03499327052491,61.937244201909955,63.56382978723404,52.45786516853933
IND,5,3,68.03499327052491,61.937244201909955,63.56382978723404,52.45786516853933
IND,6,1,,,,69.83289357959542
IND,6,2,,,,69.83289357959542
IND,6,3,,,,69.83289357959542
IND,7,1,,,,57.57372654155496
IND,7,2,,,,57.57372654155496
IND,7,3,,,,57.57372654155496
IRN,4,1,,,,45.4900048756704
IRN,4,2,,,,45.4900048756704
IRN,4,3,,,,45.4900048756704
IRN,5,1,84.79488144523899,77.24528301886792,91.30598419269853,48.189096454441476
IRN,5,2,84.79488144523899,77.24528301886792,91.30598419269853,48.189096454441476
IRN,5,3,84.79488144523899,77.24528301886792,91.30598419269853,48.189096454441476
IRN,7,1,,,,65.34320323014805
IRN,7,2,,,,65.34320323014805
IRN,7,3,,,,65.34320323014805
IRQ,6,1,,,,44.329896907216494
IRQ,6,2,,,,44.329896907216494
IRQ,6,3,,,,44.329896907216494
IRQ,7,1,,,,43.166666666666664
IRQ,7,2,,,,43.166666666666664
IRQ,7,3,,,,43.166666666666664
ISR,4,1,,,,32.036199095022624
ISR,4,2,,,,32.036199095022624
ISR,4,3,,,,32.036199095022624
ITA,5,1,61.39784946236559,52.054794520547944,89.57688338493293,60.85011185682326
ITA,5,2,61.39784946236559,52.054794520547944,89.57688338493293,60.85011185682326
ITA,5,3,61.39784946236559,52.054794520547944,89.57688338493293,60.85011185682326
JOR,4,1,,,,53.431798436142486
JOR,4,2,,,,53.431798436142486
JOR,4,3,,,,53.431798436142486
JOR,5,1,72.92202227934875,44.67353951890035,91.36752136752136,54.664341761115956
JOR,5,2,72.92202227934875,44.67353951890035,91.36752136752136,54.664341761115956
JOR,5,3,72.92202227934875,44.67353951890035,91.36752136752136,54.664341761115956
JOR,6,1,,,,37.142857142857146
JOR,6,2,,,,37.142857142857146
JOR,6,3,,,,37.142857142857146
JOR,7,1,,,,50.982142857142854
JOR,7,2,,,,50.982142857142854
JOR,7,3,,,,50.982142857142854
JPN,2,1,67.98469387755102,50.95693779904307,56.125,
JPN,2,2,67.98469387755102,50.95693779904307,56.125,
JPN,2,3,67.98469387755102,50.95693779904307,56.125,
JPN,3,1,,66.66666666666666,,46.14305750350631
JPN,3,2,,66.66666666666666,,46.14305750350631
JPN,3,3,,66.66666666666666,,46.14305750350631
JPN,4,1,70.20109689213893,62.16216216216216,55.690298507462686,49.09862142099682
JPN,4,2,70.20109689213893,62.16216216216216,55.690298507462686,49.09862142099682
JPN,4,3,70.20109689213893,62.16216216216216,55.690298507462686,49.09862142099682
JPN,5,1,66.48291069459758,53.446447507953344,57.64192139737992,53.2
JPN,5,2,66.48291069459758,53.446447507953344,57.64192139737992,53.2
JPN,5,3,66.48291069459758,53.446447507953344,57.64192139737992,53.2
JPN,6,1,,,,35.927367055771725
JPN,6,2,,,,35.927367055771725
JPN,6,3,,,,35.927367055771725
JPN,7,1,,,,50.72463768115942
JPN,7,2,,,,50.72463768115942
JPN,7,3,,,,50.72463768115942
KAZ,6,1,,,,53.93333333333333
KAZ,6,2,,,,53.93333333333333
KAZ,6,3,,,,53.93333333333333
KAZ,7,1,,,,49.16151809355693
KAZ,7,2,,,,49.16151809355693
KAZ,7,3,,,,49.16151809355693
KEN,7,1,,,,46.83127572016461
KEN,7,2,,,,46.83127572016461
KEN,7,3,,,,46.83127572016461
KGZ,4,1,79.38342967244701,55.13565891472868,60.549558390578994,50.83088954056696
KGZ,4,2,79.38342967244701,55.13565891472868,60.549558390578994,50.83088954056696
KGZ,4,3,79.38342967244701,55.13565891472868,60.549558390578994,50.83088954056696
KGZ,6,1,,,,61.46408839779005
KGZ,6,2,,,,61.46408839779005
KGZ,6,3,,,,61.46408839779005
KGZ,7,1,,,,66.2269129287599
KGZ,7,2,,,,66.2269129287599
KGZ,7,3,,,,66.2269129287599
KOR,2,1,84.18940609951846,75.70394207562349,50.32258064516129,
KOR,2,2,84.18940609951846,75.70394207562349,50.32258064516129,
KOR,2,3,84.18940609951846,75.70394207562349,50.32258064516129,
KOR,3,1,,75.54129911788291,,70.46296296296296
KOR,3,2,,75.54129911788291,,70.46296296296296
KOR,3,3,,75.54129911788291,,70.46296296296296
KOR,4,1,83.67546432062561,56.7191844300278,66.79280983916746,52.589641434262944
KOR,4,2,83.67546432062561,56.7191844300278,66.79280983916746,52.589641434262944
KOR,4,3,83.67546432062561,56.7191844300278,66.79280983916746,52.589641434262944
KOR,5,1,77.23102585487906,52.083333333333336,69.08333333333333,36.09022556390977
KOR,5,2,77.23102585487906,52.083333333333336,69.08333333333333,36.09022556390977
KOR,5,3,77.23102585487906,52.083333333333336,69.08333333333333,36.09022556390977
KOR,6,1,,,,49.148211243611584
KOR,6,2,,,,49.148211243611584
KOR,6,3,,,,49.148211243611584
KOR,7,1,,,,57.42971887550201
KOR,7,2,,,,57.42971887550201
KOR,7,3,,,,57.42971887550201
KWT,6,1,,,,31.05263157894737
KWT,6,2,,,,31.05263157894737
KWT,6,3,,,,31.05263157894737
LBN,6,1,,,,43.944954128440365
LBN,6,2,,,,43.944954128440365
LBN,6,3,,,,43.944954128440365
LBN,7,1,,,,37.83783783783784
LBN,7,2,,,,37.83783783783784
LBN,7,3,,,,37.83783783783784
LBY,6,1,,,,56.97976128697457
LBY,6,2,,,,56.97976128697457
LBY,6,3,,,,56.97976128697457
LBY,7,1,,,,49.54212454212454
LBY,7,2,,,,49.54212454212454
LBY,7,3,,,,49.54212454212454
LTU,3,1,,50.28312570781427,,35.27885862516213
LTU,3,2,,50.28312570781427,,35.27885862516213
LTU,3,3,,50.28312570781427,,35.27885862516213
LVA,3,1,,54.830053667262966,,44.52621895124195
LVA,3,2,,54.830053667262966,,44.52621895124195
LVA,3,3,,54.830053667262966,,44.52621895124195
MAC,7,1,,,,61.811023622047244
MAC,7,2,,,,61.811023622047244
MAC,7,3,,,,61.811023622047244
MAR,4,1,,,,48.74791318864774
MAR,4,2,,,,48.74791318864774
MAR,4,3,,,,48.74791318864774
MAR,5,1,44.568965517241374,38.75432525951557,93.02325581395348,54.75530932594644
MAR,5,2,44.568965517241374,38.75432525951557,93.02325581395348,54.75530932594644
MAR,5,3,44.568965517241374,38.75432525951557,93.02325581395348,54.75530932594644
MAR,6,1,,,,65.9090909090909
MAR,6,2,,,,65.9090909090909
MAR,6,3,,,,65.9090909090909
MAR,7,1,,,,51.33333333333333
MAR,7,2,,,,51.33333333333333
MAR,7,3,,,,51.33333333333333
MDA,3,1,,67.23044397463002,,60.86956521739131
MDA,3,2,,67.23044397463002,,60.86956521739131
MDA,3,3,,67.23044397463002,,60.86956521739131
MDA,4,1,68.33890746934225,38.242280285035626,68.22429906542055,57.40291262135923
MDA,4,2,68.33890746934225,38.242280285035626,68.22429906542055,57.40291262135923
MDA,4,3,68.33890746934225,38.242280285035626,68.22429906542055,57.40291262135923
MDA,5,1,64.75170399221032,55.19922254616132,75.07246376811594,60.27944111776448
MDA,5,2,64.75170399221032,55.19922254616132,75.07246376811594,60.27944111776448
MDA,5,3,64.75170399221032,55.19922254616132,75.07246376811594,60.27944111776448
MDV,7,1,,,,44.00386847195358
MDV,7,2,,,,44.00386847195358
MDV,7,3,,,,44.00386847195358
MEX,2,1,80.97527472527473,67.23433242506812,39.63538149898717,
MEX,2,2,80.97527472527473,67.23433242506812,39.63538149898717,
MEX,2,3,80.97527472527473,67.23433242506812,39.63538149898717,
MEX,3,1,,53.65344467640919,,55.47337278106509
MEX,3,2,,53.65344467640919,,55.47337278106509
MEX,3,3,,53.65344467640919,,55.47337278106509
MEX,4,1,79.09722222222221,58.00835654596101,70.87172218284904,56.18556701030928
MEX,4,2,79.09722222222221,58.00835654596101,70.87172218284904,56.18556701030928
MEX,4,3,79.09722222222221,58.00835654596101,70.87172218284904,56.18556701030928
MEX,5,1,83.96103896103895,70.45009784735812,66.97187704381949,64.13502109704642
MEX,5,2,83.96103896103895,70.45009784735812,66.97187704381949,64.13502109704642
MEX,5,3,83.96103896103895,70.45009784735812,66.97187704381949,64.13502109704642
MEX,6,1,,,,64.29667519181585
MEX,6,2,,,,64.29667519181585
MEX,6,3,,,,64.29667519181585
MEX,7,1,,,,55.77712609970674
MEX,7,2,,,,55.77712609970674
MEX,7,3,,,,55.77712609970674
MKD,3,1,,62.44493392070485,,50.91116173120729
MKD,3,2,,62.44493392070485,,50.91116173120729
MKD,3,3,,62.44493392070485,,50.91116173120729
MKD,4,1,78.93681043129388,64.40162271805275,82.4773413897281,47.68756423432682
MKD,4,2,78.93681043129388,64.40162271805275,82.4773413897281,47.68756423432682
MKD,4,3,78.93681043129388,64.40162271805275,82.4773413897281,47.68756423432682
MLI,5,1,81.25421443020903,77.27891156462586,77.06611570247934,49.28698752228164
MLI,5,2,81.25421443020903,77.27891156462586,77.06611570247934,49.28698752228164
MLI,5,3,81.25421443020903,77.27891156462586,77.06611570247934,49.28698752228164
MMR,7,1,,,,51.33333333333333
MMR,7,2,,,,51.33333333333333
MMR,7,3,,,,51.33333333333333
MNE,3,1,,76.71232876712328,,43.60189573459716
MNE,3,2,,76.71232876712328,,43.60189573459716
MNE,3,3,,76.71232876712328,,43.60189573459716
MNE,4,1,60.46025104602511,60.76352067868505,77.56613756613756,35.343035343035346
MNE,4,2,60.46025104602511,60.76352067868505,77.56613756613756,35.343035343035346
MNE,4,3,60.46025104602511,60.76352067868505,77.56613756613756,35.343035343035346
MNG,7,1,,,,54.15140415140415
MNG,7,2,,,,54.15140415140415
MNG,7,3,,,,54.15140415140415
MYS,5,1,61.86511240632806,53.288925895087424,87.2393661384487,48.62155388471178
MYS,5,2,61.86511240632806,53.288925895087424,87.2393661384487,48.62155388471178
MYS,5,3,61.86511240632806,53.288925895087424,87.2393661384487,48.62155388471178
MYS,6,1,,,,73.61538461538461
MYS,6,2,,,,73.61538461538461
